freq,unit,geo\TIME_PERIOD	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,NR,FRD2	: 	: 	: 	: 	12553.00 	12295.00 	12372.00 	12070.00 	11982.00 	11862.00 	11618.00 	11425.00 	10966.00 	10931.00 	10880.00 	10948.00 	10473.00 	10428.00 	10326.00 	10622.00 	10378 b	10499.00 	10563.00 	10556.00 	10491.00 	10479.00 	10345.00 	10374.00 	10158.00 	10071.00 
A,NR,FRE1	: 	: 	: 	: 	28910.00 	28476.00 	28573.00 	27187.00 	27665.00 	27378.00 	27211.00 	26862.00 	27224.00 	26906.00 	26933.00 	27090.00 	26438.00 	25160.00 	25067.00 	25446.00 	25345 b	25028.00 	24840.00 	24585.00 	24315.00 	24135.00 	23931.00 	23317.00 	23330.00 	23090.00 
A,NR,FRE2	: 	: 	: 	: 	15048.00 	14649.00 	14538.00 	14154.00 	14147.00 	14043.00 	13925.00 	13784.00 	13735.00 	13670.00 	13754.00 	13712.00 	13206.00 	12275.00 	12270.00 	12210.00 	12202 b	12068.00 	11812.00 	11595.00 	11457.00 	11201.00 	11071.00 	11029.00 	10928.00 	10814.00 
A,NR,FRF1	: 	: 	: 	: 	16247.00 	16339.00 	16105.00 	16008.00 	15985.00 	15830.00 	15678.00 	15096.00 	14750.00 	14339.00 	14182.00 	13885.00 	13312.00 	12189.00 	12096.00 	11936.00 	11925 b	11839.00 	11755.00 	11518.00 	11239.00 	11181.00 	11195.00 	10851.00 	10659.00 	10385.00 
A,NR,FRF2	: 	: 	: 	: 	10560.00 	10495.00 	10345.00 	10179.00 	9988.00 	9975.00 	9894.00 	9833.00 	9803.00 	9733.00 	9755.00 	9615.00 	8545.00 	8358.00 	8232.00 	8211.00 	7966 b	8241.00 	8111.00 	7964.00 	7752.00 	7616.00 	7442.00 	7388.00 	7408.00 	7379.00 
A,NR,FRF3	: 	: 	: 	: 	21060.00 	20774.00 	20456.00 	19760.00 	19538.00 	19490.00 	19328.00 	19031.00 	18755.00 	18700.00 	18395.00 	17750.00 	17145.00 	16295.00 	16045.00 	15720.00 	15642 b	15407.00 	15217.00 	14934.00 	14772.00 	14553.00 	14268.00 	13947.00 	13639.00 	13405.00 
A,NR,FRG0	: 	: 	: 	: 	25761.00 	25455.00 	25524.00 	25263.00 	24788.00 	24521.00 	24279.00 	23963.00 	23332.00 	23098.00 	22873.00 	22281.00 	21473.00 	20332.00 	20290.00 	20487.00 	20451 b	20259.00 	20029.00 	19831.00 	19430.00 	19220.00 	19047.00 	18729.00 	18570.00 	18312.00 
A,NR,FRH0	: 	: 	: 	: 	29113.00 	28795.00 	28222.00 	27584.00 	27192.00 	27256.00 	26659.00 	25982.00 	25472.00 	24995.00 	24887.00 	24073.00 	22677.00 	21608.00 	21516.00 	21234.00 	21185 b	21024.00 	20860.00 	20580.00 	20374.00 	20043.00 	19790.00 	19785.00 	19534.00 	19198.00 
A,NR,FRI1	: 	: 	: 	: 	26111.00 	25724.00 	25410.00 	24771.00 	24431.00 	24317.00 	24237.00 	23965.00 	23406.00 	23183.00 	23129.00 	22584.00 	22194.00 	22141.00 	22046.00 	22056.00 	22308 b	21949.00 	21908.00 	21711.00 	21513.00 	21113.00 	21019.00 	20819.00 	20492.00 	20293.00 
A,NR,FRI2	: 	: 	: 	: 	8385.00 	8275.00 	8205.00 	8179.00 	8049.00 	7500.00 	7232.00 	7190.00 	7003.00 	7033.00 	7036.00 	7035.00 	6427.00 	6191.00 	6126.00 	6178.00 	6166 b	6162.00 	6058.00 	6029.00 	5909.00 	5825.00 	5762.00 	5673.00 	5638.00 	5588.00 
A,NR,FRI3	: 	: 	: 	: 	12210.00 	11920.00 	12040.00 	11885.00 	11819.00 	11787.00 	11641.00 	11657.00 	11406.00 	11459.00 	11386.00 	11122.00 	10604.00 	10521.00 	10462.00 	10557.00 	10486 b	10625.00 	10426.00 	10267.00 	10099.00 	9916.00 	9744.00 	9685.00 	9536.00 	9377.00 
A,NR,FRJ1	: 	: 	: 	: 	22047.00 	21698.00 	21287.00 	20922.00 	20533.00 	20317.00 	20066.00 	19568.00 	19564.00 	19589.00 	19753.00 	19517.00 	19611.00 	18885.00 	18660.00 	18761.00 	18833 b	18727.00 	18756.00 	18895.00 	18811.00 	18645.00 	18618.00 	18632.00 	18655.00 	18471.00 
A,NR,FRJ2	: 	: 	: 	: 	22877.00 	22558.00 	21943.00 	21468.00 	21242.00 	20822.00 	20694.00 	20367.00 	20293.00 	20212.00 	20362.00 	20087.00 	19717.00 	19170.00 	19196.00 	19324.00 	19187 b	19269.00 	19231.00 	19075.00 	19057.00 	18904.00 	18782.00 	18663.00 	18404.00 	18181.00 
A,NR,FRK1	: 	: 	: 	: 	13367.00 	13033.00 	12952.00 	12919.00 	12555.00 	12536.00 	12513.00 	12082.00 	12056.00 	12003.00 	11856.00 	11789.00 	11701.00 	10399.00 	10220.00 	10047.00 	10124 b	10073.00 	10064.00 	10059.00 	9932.00 	9927.00 	9830.00 	9644.00 	9520.00 	9282.00 
A,NR,FRK2	: 	: 	: 	: 	50546.00 	49905.00 	49437.00 	49006.00 	48107.00 	48271.00 	47239.00 	46431.00 	44923.00 	43761.00 	43463.00 	42101.00 	39782.00 	39753.00 	39561.00 	39815.00 	39628 b	39260.00 	39037.00 	38810.00 	38292.00 	37864.00 	37746.00 	37216.00 	36548.00 	35680.00 
A,NR,FRL0	: 	: 	: 	: 	41155.00 	40856.00 	40388.00 	38838.00 	38944.00 	39316.00 	38579.00 	37947.00 	37490.00 	37475.00 	37272.00 	36711.00 	35950.00 	35334.00 	35257.00 	35275.00 	36462 b	36037.00 	35840.00 	35416.00 	35278.00 	35479.00 	34909.00 	34223.00 	34013.00 	33275.00 
A,NR,FRM0	: 	: 	: 	: 	2671.00 	2626.00 	2563.00 	2580.00 	2488.00 	2424.00 	2458.00 	2437.00 	2327.00 	2327.00 	2303.00 	2152.00 	2230.00 	2276.00 	2188.00 	2103.00 	2003 b	1929.00 	1970.00 	2027.00 	2060.00 	2050.00 	2052.00 	2031.00 	2032.00 	2025.00 
A,NR,FRY1	: 	: 	: 	: 	3081.00 	2960.00 	2743.00 	2812.00 	2791.00 	2775.00 	2671.00 	2669.00 	2695.00 	2583.00 	2708.00 	2696.00 	2682.00 	2470.00 	2446.00 	2492.00 	2486 b	2453.00 	2485.00 	2485.00 	2102.00 	2328.00 	2411.00 	2306.00 	2312.00 	2236.00 
A,NR,FRY2	: 	: 	: 	: 	2705.00 	2726.00 	2847.00 	2593.00 	2587.00 	2518.00 	2521.00 	2512.00 	2483.00 	2523.00 	2577.00 	2294.00 	2545.00 	2506.00 	2335.00 	2268.00 	2269 b	2210.00 	2220.00 	2064.00 	2004.00 	1951.00 	1880.00 	1855.00 	1910.00 	1815.00 
A,NR,FRY3	: 	: 	: 	: 	811.00 	781.00 	787.00 	649.00 	754.00 	821.00 	734.00 	848.00 	879.00 	837.00 	905.00 	943.00 	848.00 	852.00 	828.00 	908.00 	925 b	927.00 	946.00 	927.00 	946.00 	975.00 	999.00 	1007.00 	1006.00 	1050.00 
A,NR,FRY4	: 	: 	: 	: 	2734.00 	2671.00 	2663.00 	2699.00 	2710.00 	2700.00 	2700.00 	2717.00 	2716.00 	2797.00 	2764.00 	2820.00 	2817.00 	2895.00 	2921.00 	3084.00 	3112 b	3228.00 	3336.00 	3446.00 	3408.00 	3402.00 	3442.00 	3438.00 	3565.00 	3618.00 
A,NR,FRY5	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	293.00 	317.00 	323 b	323.00 	362.00 	362.00 	362.00 	362.00 	374.00 	374.00 	374.00 	472.00 
A,NR,FX	: 	: 	: 	: 	498665.00 	491708.00 	485920.00 	475526.00 	470183.00 	466617.00 	459792.00 	453397.00 	446402.00 	442370.00 	441661.00 	434255.00 	420782.00 	407987.00 	405381.00 	405771.00 	404138.00 	401835.00 	398984.00 	395052.00 	391045.00 	386686.00 	383552.00 	377938.00 	: 	: 
A,NR,HR	29012.00 	28230.00 	27463.00 	27794.00 	27472.00 	27287.00 	27005.00 	26955.00 	26618.00 	25187.00 	24927.00 	24549.00 	24220.00 	24237.00 	24352.00 	24282.00 	23806 b	24831.00 	25487.00 	25129.00 	24933.00 	25019.00 	23409.00 	22917.00 	22878.00 	22960.00 	23040.00 	22923.00 	22414.00 	22514.00 
A,NR,HR02	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6187 b	6300.00 	8307.00 	6487.00 	6527.00 	6486.00 	5659.00 	5534.00 	5614.00 	5493.00 	5522.00 	5529.00 	5632.00 	5642.00 
A,NR,HR03	9406.00 	8552.00 	8380.00 	8371.00 	8214.00 	8150.00 	8041.00 	8024.00 	7942.00 	7412.00 	7522.00 	7434.00 	7225.00 	7367.00 	7305.00 	7362.00 	6891 b	7011.00 	7488.00 	7540.00 	7500.00 	7602.00 	7274.00 	7012.00 	6916.00 	7240.00 	7210.00 	7194.00 	7049.00 	7087.00 
A,NR,HR05	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6562 b	7301.00 	5452.00 	6878.00 	6674.00 	6737.00 	6516.00 	6410.00 	6435.00 	6300.00 	6333.00 	6444.00 	6047.00 	6117.00 
A,NR,HR06	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4166 b	4219.00 	4240.00 	4224.00 	4232.00 	4194.00 	3960.00 	3961.00 	3913.00 	3927.00 	3975.00 	3756.00 	3686.00 	3668.00 
A,NR,HU	: 	: 	: 	: 	: 	: 	: 	83271.00 	80665.00 	80360.00 	79976.00 	79722.00 	79834.00 	80341.00 	72260 b	71322.00 	71600.00 	71818.00 	71669.00 	69449.00 	69621.00 	68910.00 	68843.00 	68713.00 	68702.00 	67947 b	67494.00 	65886.00 	65887.00 	64166.00 
A,NR,HU11	: 	: 	: 	: 	: 	: 	: 	23824.00 	22919.00 	23033.00 	22535.00 	22368.00 	22482.00 	22602.00 	19488 b	18886.00 	18832.00 	18885.00 	18964.00 	18551.00 	18494.00 	18333.00 	18281.00 	18193.00 	18086.00 	17647 b	17589.00 	17411.00 	17022.00 	16745.00 
A,NR,HU12	: 	: 	: 	: 	: 	: 	: 	4325.00 	4170.00 	4128.00 	4164.00 	4285.00 	4285.00 	4318.00 	3897 b	3897.00 	3897.00 	3917.00 	3785.00 	3716.00 	3716.00 	3716.00 	3690.00 	3690.00 	3695.00 	3408 b	3358.00 	3079.00 	2900.00 	2863.00 
A,NR,HU21	: 	: 	: 	: 	: 	: 	: 	8051.00 	7740.00 	7682.00 	7609.00 	7778.00 	7876.00 	8020.00 	7536 b	7491.00 	7488.00 	7542.00 	7473.00 	7085.00 	7239.00 	7052.00 	7090.00 	7152.00 	7234.00 	7220 b	7190.00 	6728.00 	6829.00 	6655.00 
A,NR,HU22	: 	: 	: 	: 	: 	: 	: 	8379.00 	7895.00 	7879.00 	7852.00 	7875.00 	7862.00 	7798.00 	7093 b	7081.00 	7065.00 	7049.00 	7051.00 	7048.00 	7103.00 	7099.00 	7129.00 	7083.00 	7080.00 	7054 b	7022.00 	7107.00 	7091.00 	6895.00 
A,NR,HU23	: 	: 	: 	: 	: 	: 	: 	7747.00 	7296.00 	7235.00 	7405.00 	7293.00 	7221.00 	7365.00 	6892 b	6953.00 	6922.00 	6991.00 	7033.00 	6816.00 	6814.00 	6759.00 	6720.00 	6455.00 	6440.00 	6376 b	6344.00 	6369.00 	6421.00 	6161.00 
A,NR,HU31	: 	: 	: 	: 	: 	: 	: 	9575.00 	9292.00 	9464.00 	9496.00 	9480.00 	9498.00 	9575.00 	8820 b	8627.00 	8755.00 	8771.00 	8803.00 	8467.00 	8478.00 	8352.00 	8318.00 	8378.00 	8352.00 	8374 b	8323.00 	7851.00 	8151.00 	7781.00 
A,NR,HU32	: 	: 	: 	: 	: 	: 	: 	11253.00 	11552.00 	11166.00 	11189.00 	10953.00 	11006.00 	11075.00 	10141 b	9961.00 	10180.00 	10160.00 	10072.00 	9467.00 	9478.00 	9284.00 	9302.00 	9452.00 	9508.00 	9503 b	9335.00 	9037.00 	9176.00 	8855.00 
A,NR,HU33	: 	: 	: 	: 	: 	: 	: 	10117.00 	9802.00 	9773.00 	9726.00 	9690.00 	9604.00 	9588.00 	8393 b	8426.00 	8461.00 	8503.00 	8488.00 	8299.00 	8299.00 	8315.00 	8313.00 	8310.00 	8307.00 	8365 b	8333.00 	8304.00 	8297.00 	8211.00 
A,NR,IE	25868.00 	25353.00 	25168.00 	24622.00 	24092.00 	23735.00 	23447.00 	23334.00 	22658.00 	22732.00 	22668.00 	22961.00 	22711.00 	22472.00 	22421.00 	21789.00 	12813 b	12434.00 	12008.00 	11692.00 	11837.00 	11989.00 	13730 b	14073.00 	14279.00 	14475.00 	14213.00 	14412.00 	14567.00 	15009.00 
A,NR,IE04	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	2496.00 	2474.00 	2511.00 
A,NR,IE05	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	4216.00 	4286.00 	4388.00 
A,NR,IE06	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	7700.00 	7807.00 	8110.00 
A,NR,IT	380420.00 	373408.00 	356242.00 	372352.00 	334613.00 	315848.00 	280438.00 	268057.00 	262861.00 	253411.00 	239566.00 	231915.00 	234375.00 	232168.00 	228286.00 	223015.00 	218264.00 	215980.00 	208854.00 	203723.00 	199474.00 	195189.00 	194065.00 	192315.00 	192548.00 	189753.00 	188909.00 	189351.00 	184724.00 	182210.00 
A,NR,ITC1	25565.00 	25564.00 	25313.00 	25161.00 	24501.00 	22894.00 	22481.00 	21083.00 	20609.00 	18692.00 	18475.00 	17956.00 	17627.00 	17323.00 	17269.00 	17019.00 	17264.00 	17168.00 	16688.00 	16211.00 	16160.00 	15777.00 	15721.00 	15709.00 	15264.00 	15210.00 	14980.00 	15332.00 	14939.00 	14953.00 
A,NR,ITC2	469.00 	513.00 	512.00 	513.00 	520.00 	501.00 	457.00 	447.00 	457.00 	434.00 	425.00 	421.00 	416.00 	427.00 	415.00 	400.00 	481.00 	480.00 	482.00 	486.00 	510.00 	471.00 	462.00 	457.00 	456.00 	445.00 	450.00 	521.00 	465.00 	391.00 
A,NR,ITC3	12764.00 	12766.00 	12320.00 	11710.00 	10118.00 	9407.00 	8513.00 	8419.00 	8106.00 	7930.00 	5733.00 	5777.00 	7140.00 	6524.00 	6426.00 	5998.00 	6080.00 	5983.00 	5293.00 	5723.00 	5410.00 	5414.00 	5517.00 	5251.00 	5241.00 	5236.00 	5375.00 	5124.00 	5025.00 	5020.00 
A,NR,ITC4	61739.00 	61497.00 	60578.00 	59374.00 	53273.00 	50850.00 	46099.00 	44928.00 	43426.00 	41076.00 	39317.00 	38776.00 	38976.00 	39072.00 	38474.00 	38149.00 	38447.00 	38201.00 	37780.00 	36908.00 	36137.00 	36083.00 	35870.00 	35625.00 	35393.00 	34756.00 	35120.00 	36383.00 	32728.00 	32812.00 
A,NR,ITF1	10112.00 	9851.00 	9228.00 	9851.00 	8374.00 	8295.00 	6596.00 	5447.00 	5242.00 	5826.00 	5186.00 	4545.00 	5474.00 	5716.00 	5519.00 	4900.00 	4647.00 	4680.00 	4339.00 	4191.00 	4330.00 	4197.00 	4087.00 	4140.00 	4004.00 	3994.00 	3802.00 	3936.00 	4075.00 	4027.00 
A,NR,ITF2	1921.00 	1737.00 	1860.00 	1996.00 	1702.00 	1761.00 	1608.00 	1475.00 	1494.00 	1529.00 	1615.00 	1607.00 	1678.00 	1656.00 	1640.00 	1492.00 	1451.00 	1381.00 	1245.00 	1188.00 	1263.00 	1031.00 	1130.00 	1102.00 	1029.00 	898.00 	907.00 	925.00 	924.00 	903.00 
A,NR,ITF3	29818.00 	28297.00 	26504.00 	30598.00 	27400.00 	27572.00 	21488.00 	20350.00 	20433.00 	19820.00 	17397.00 	17822.00 	18666.00 	18852.00 	18603.00 	18033.00 	17547.00 	17238.00 	16471.00 	15801.00 	15893.00 	15302.00 	15347.00 	15103.00 	15008.00 	14912.00 	14442.00 	14582.00 	14084.00 	14027.00 
A,NR,ITF4	28859.00 	27998.00 	22090.00 	28766.00 	23884.00 	21665.00 	19050.00 	17786.00 	17142.00 	16173.00 	15991.00 	14869.00 	15351.00 	15267.00 	15007.00 	14539.00 	14325.00 	14310.00 	13366.00 	12410.00 	12070.00 	11376.00 	11620.00 	11494.00 	11488.00 	11337.00 	11231.00 	10981.00 	11357.00 	11274.00 
A,NR,ITF5	3976.00 	3982.00 	3927.00 	4068.00 	2833.00 	2687.00 	2456.00 	2461.00 	2447.00 	2408.00 	1901.00 	1907.00 	1869.00 	2016.00 	1931.00 	1837.00 	1828.00 	1851.00 	1859.00 	1833.00 	1747.00 	1719.00 	1720.00 	1714.00 	1681.00 	1591.00 	1603.00 	1608.00 	1737.00 	1745.00 
A,NR,ITF6	11940.00 	12011.00 	11104.00 	11648.00 	10642.00 	10447.00 	9052.00 	9105.00 	10171.00 	8362.00 	10059.00 	8514.00 	7775.00 	7772.00 	7558.00 	6748.00 	6457.00 	6324.00 	6031.00 	5375.00 	4819.00 	4302.00 	4150.00 	4382.00 	4901.00 	4798.00 	4723.00 	3750.00 	4090.00 	4748.00 
A,NR,ITG1	26432.00 	25268.00 	24912.00 	25932.00 	24730.00 	23192.00 	20025.00 	19153.00 	19072.00 	19488.00 	18686.00 	17518.00 	17174.00 	16525.00 	16310.00 	15602.00 	14740.00 	15135.00 	14623.00 	14356.00 	14216.00 	13951.00 	13820.00 	13623.00 	13712.00 	13758.00 	13793.00 	14002.00 	14090.00 	13465.00 
A,NR,ITG2	10129.00 	10060.00 	9716.00 	10895.00 	9770.00 	9126.00 	8109.00 	8304.00 	7539.00 	7546.00 	7269.00 	7145.00 	7133.00 	7151.00 	6567.00 	6534.00 	6516.00 	6129.00 	6139.00 	5645.00 	5507.00 	5148.00 	5215.00 	5161.00 	4972.00 	5083.00 	4871.00 	4851.00 	4837.00 	4782.00 
A,NR,ITH1	3041.00 	3124.00 	3139.00 	3147.00 	3086.00 	2878.00 	2827.00 	2664.00 	2530.00 	2429.00 	2372.00 	2261.00 	2159.00 	2149.00 	2078.00 	2106.00 	2064.00 	2038.00 	1988.00 	1992.00 	1981.00 	1962.00 	1919.00 	1986.00 	1938.00 	2056.00 	1860.00 	1805.00 	1821.00 	1743.00 
A,NR,ITH2	3757.00 	3935.00 	3748.00 	3327.00 	3415.00 	3377.00 	2114.00 	2349.00 	2513.00 	2087.00 	1811.00 	1771.00 	2297.00 	2267.00 	2264.00 	2230.00 	2203.00 	2189.00 	2144.00 	2140.00 	1948.00 	1912.00 	1918.00 	1870.00 	1970.00 	1883.00 	1890.00 	1948.00 	1993.00 	1956.00 
A,NR,ITH3	33253.00 	32433.00 	28758.00 	30265.00 	25700.00 	24344.00 	22785.00 	21711.00 	20975.00 	20301.00 	19284.00 	18492.00 	18084.00 	18215.00 	18042.00 	17669.00 	17566.00 	17387.00 	17131.00 	16791.00 	16639.00 	16672.00 	16812.00 	16158.00 	16179.00 	15867.00 	16060.00 	15799.00 	14953.00 	14720.00 
A,NR,ITH4	9365.00 	9495.00 	8803.00 	7820.00 	7499.00 	7012.00 	6605.00 	6050.00 	5901.00 	5655.00 	5195.00 	4656.00 	4435.00 	4367.00 	4337.00 	4221.00 	4357.00 	4430.00 	4427.00 	4462.00 	4394.00 	4385.00 	4268.00 	4050.00 	3958.00 	4046.00 	3949.00 	4008.00 	3929.00 	3726.00 
A,NR,ITH5	27194.00 	26704.00 	25613.00 	25532.00 	23768.00 	22388.00 	20173.00 	19176.00 	19294.00 	19104.00 	18912.00 	18083.00 	18559.00 	18096.00 	18190.00 	17892.00 	17722.00 	17699.00 	18264.00 	17673.00 	17586.00 	17142.00 	16316.00 	16477.00 	16811.00 	16487.00 	16578.00 	16245.00 	16069.00 	15521.00 
A,NR,ITI1	22285.00 	21122.00 	20972.00 	21325.00 	19946.00 	17900.00 	16289.00 	15954.00 	15435.00 	15743.00 	13751.00 	13687.00 	13694.00 	13153.00 	12907.00 	12609.00 	12094.00 	12085.00 	11828.00 	11871.00 	11161.00 	10801.00 	11029.00 	10871.00 	10551.00 	10622.00 	10553.00 	10436.00 	10623.00 	10328.00 
A,NR,ITI2	5181.00 	4774.00 	4602.00 	4589.00 	3976.00 	3639.00 	3494.00 	3269.00 	3127.00 	3047.00 	2791.00 	2815.00 	2666.00 	2604.00 	2717.00 	2648.00 	2670.00 	2647.00 	2681.00 	2685.00 	2794.00 	2746.00 	2718.00 	2708.00 	2656.00 	2690.00 	2641.00 	2545.00 	2519.00 	2578.00 
A,NR,ITI3	10105.00 	9812.00 	9253.00 	10350.00 	9408.00 	8372.00 	7267.00 	7123.00 	6897.00 	6750.00 	5622.00 	6093.00 	6078.00 	5708.00 	5698.00 	5762.00 	5733.00 	5713.00 	5503.00 	5328.00 	5148.00 	5010.00 	4943.00 	4712.00 	4733.00 	4576.00 	4576.00 	4302.00 	4088.00 	4199.00 
A,NR,ITI4	42515.00 	42465.00 	43290.00 	45485.00 	40068.00 	37541.00 	32950.00 	30803.00 	30051.00 	29011.00 	27774.00 	27200.00 	27124.00 	27308.00 	26334.00 	26627.00 	24072.00 	22912.00 	20572.00 	20654.00 	19761.00 	19788.00 	19483.00 	19722.00 	20603.00 	19508.00 	19505.00 	20268.00 	20378.00 	19292.00 
A,NR,LT	43584.00 	40863.00 	39703.00 	38171.00 	34318.00 	32185.00 	31552.00 	30912.00 	28923.00 	27892.00 	26823.00 	25551.00 	24200.00 	23424.00 	23233.00 	22958.00 	22719.00 	22190.00 	22511.00 	22246.00 	21628.00 	21300.00 	20236.00 	19193.00 	18548.00 	18025.00 	17733.00 	16802.00 	16957.00 	16085.00 
A,NR,LT01	12057.00 	10794.00 	10607.00 	10442.00 	9674.00 	8887.00 	8809.00 	8687.00 	8408.00 	8398.00 	7745.00 	7289.00 	7089.00 	6862.00 	6904.00 	6854.00 	6891.00 	6778.00 	6893.00 	6785.00 	6558.00 	6438.00 	6181.00 	5904.00 	5788.00 	5687.00 	5562.00 	5116.00 	5185.00 	5128.00 
A,NR,LT02	31527.00 	30069.00 	29096.00 	27729.00 	24644.00 	23298.00 	22743.00 	22225.00 	20515.00 	19494.00 	19078.00 	18262.00 	17111.00 	16562.00 	16329.00 	16104.00 	15828.00 	15412.00 	15618.00 	15461.00 	15070.00 	14862.00 	14055.00 	13289.00 	12760.00 	12338.00 	12171.00 	11686.00 	11772.00 	10957.00 
A,NR,NL	85192.00 	82692 b	81437 b	80907.00 	80964.00 	80195.00 	79690.00 	76859 e	74625 e	73814 e	72897 b	73194.00 	72441.00 	71860 b	70303.00 	69888.00 	69611.00 	68450.00 	66348.00 	63310.00 	62051.00 	59795.00 	59117 b	58090.00 	56136.00 	54871.00 	52398.00 	50777.00 	51763 b	43355 b
A,NR,NL11	3251.00 	3275 b	3256 b	3290.00 	3299.00 	2856.00 	2747.00 	2620 e	2720 e	2720 e	: b	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: b	: b
A,NR,NL12	2823.00 	2807 b	2820 b	2661.00 	2785.00 	2781.00 	2769.00 	2790 e	2440 e	2450 e	: b	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: b	: b
A,NR,NL13	3037.00 	3003 b	3010 b	3036.00 	2999.00 	3424.00 	3281.00 	3060 e	3090 e	3030 e	: b	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: b	: b
A,NR,NL21	5467.00 	5381 b	5225 b	5127.00 	5158.00 	5012.00 	5111.00 	5020 e	5000 e	4900 e	: b	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: b	: b
A,NR,NL22	10100.00 	9490 b	9333 b	9320.00 	9609.00 	9681.00 	9670.00 	9160 e	9050 e	8910 e	: b	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: b	: b
A,NR,NL23	579.00 	564 b	564 b	564.00 	564.00 	589.00 	557.00 	550 e	560 e	560 e	: b	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: b	: b
A,NR,NL32	14791.00 	14188 b	13918 b	13619.00 	13442.00 	13279.00 	13167.00 	12560 e	12440 e	12390 e	: b	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: b	: b
A,NR,NL34	1477.00 	1476 b	1477 b	1468.00 	1466.00 	1464.00 	1458.00 	1410 e	1390 e	1410 e	: b	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: b	: b
A,NR,NL35	: 	: b	: b	: 	: 	: 	: 	: e	: e	: e	: b	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: b	: b
A,NR,NL36	: 	: b	: b	: 	: 	: 	: 	: e	: e	: e	: b	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: b	: b
A,NR,NL41	12057.00 	11946 b	11622 b	11699.00 	11677.00 	11480.00 	11363.00 	10980 e	10430 e	10390 e	: b	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: b	: b
A,NR,NL42	6662.00 	6297 b	6143 b	6090.00 	6091.00 	5759.00 	5790.00 	5640 e	5540 e	5480 e	: b	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: b	: b
A,NR,NO	18033.00 	17753.00 	17709.00 	17508.00 	17390.00 	17383.00 	17351.00 	17052.00 	17227.00 	22662 b	22774.00 	24086.00 	23861.00 	23427.00 	22906.00 	22101.00 	21840.00 	21044.00 	20778.00 	19937.00 	19600.00 	19751.00 	19506 b	19293.00 	19003.00 	18717.00 	18619.00 	18299.00 	18387.00 	18272.00 
A,NR,NO02	: 	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	1931.00 	1924.00 	1784.00 	1733.00 	1703.00 	1750.00 	1956 b	1923.00 	1915.00 	1907.00 	1770.00 	1705.00 	1599.00 	1594.00 
A,NR,NO06	: 	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	1978.00 	1900.00 	1923.00 	1879.00 	1798.00 	1746.00 	1699 b	1694.00 	1672.00 	1669.00 	1680.00 	1682.00 	1650.00 	1582.00 
A,NR,NO07	: 	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	2453.00 	2368.00 	2297.00 	2303.00 	2202.00 	2190.00 	2159 b	2120.00 	2127.00 	2086.00 	2085.00 	2041.00 	2067.00 	2016.00 
A,NR,NO08	: 	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	7743.00 	7261.00 	7037.00 	6711.00 	6694.00 	6928.00 	6722 b	6691.00 	6543.00 	6536.00 	6652.00 	6527.00 	6743.00 	6743.00 
