freq,unit,geo\TIME_PERIOD	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,NR,BE33	6883.00 	6788.00 	6776.00 	6769.00 	6794.00 	6751.00 	6735.00 	6760.00 	6699.00 	6540.00 	6651.00 	6666.00 	6666.00 	6655.00 	6638.00 	6615.00 	6645.00 	6650.00 	6650.00 	6648.00 	6637.00 	6616.00 	6535.00 	6423.00 	6312.00 	6283.00 	6358 bd	6316 d	6308 d	6308 d
A,NR,BE34	1290.00 	1244.00 	1203.00 	1205.00 	1183.00 	1177.00 	1183.00 	1183.00 	1204.00 	1195.00 	1186.00 	1183.00 	1175.00 	1175.00 	1175.00 	1175.00 	1175.00 	1175.00 	1175.00 	1175.00 	1175.00 	1175.00 	1175.00 	1175.00 	1168.00 	1168.00 	1168 bd	1168 d	1168 d	1168 d
A,NR,BE35	2760.00 	2756.00 	2762.00 	2708.00 	2698.00 	2698.00 	2689.00 	2808.00 	2724.00 	2664.00 	2664.00 	2665.00 	2669.00 	2669.00 	2669.00 	2662.00 	2660.00 	2660.00 	2656.00 	2656.00 	2679.00 	2694.00 	2699.00 	2665.00 	2561.00 	2554.00 	2554 bd	2554 d	2554 d	2554 d
A,NR,BG	88910.00 	86092.00 	87148.00 	87549.00 	85408.00 	69422.00 	61535.00 	60552.00 	56984.00 	51030.00 	49171.00 	47709.00 	49626.00 	47719.00 	48749.00 	49507.00 	50041.00 	48934.00 	47391.00 	48308.00 	49522.00 	51505.00 	51933.00 	51816.00 	52744.00 	53173.00 	53997.00 	54216.00 	54491.00 	54707.00 
A,NR,BG31	12569.00 	12440.00 	12426.00 	12404.00 	11776.00 	9236.00 	8158.00 	7637.00 	6970.00 	5714.00 	5539.00 	5573.00 	5607.00 	5388.00 	5652.00 	5608.00 	5756.00 	5441.00 	5383.00 	5292.00 	5436.00 	5507.00 	5676.00 	5582.00 	5867.00 	5779.00 	5828.00 	5899.00 	6108.00 	6147.00 
A,NR,BG32	12054.00 	11746.00 	11585.00 	11445.00 	10798.00 	8562.00 	7708.00 	6976.00 	6433.00 	5587.00 	5464.00 	5468.00 	5500.00 	5363.00 	5473.00 	5548.00 	5593.00 	5219.00 	4941.00 	4886.00 	5136.00 	5202.00 	5347.00 	5151.00 	5165.00 	5213.00 	5250.00 	5367.00 	5476.00 	5451.00 
A,NR,BG33	10728.00 	10498.00 	10532.00 	10479.00 	10097.00 	8172.00 	7353.00 	6585.00 	6365.00 	5555.00 	5380.00 	5211.00 	5011.00 	4786.00 	4771.00 	4762.00 	4905.00 	4643.00 	4617.00 	4490.00 	4575.00 	4697.00 	4908.00 	4713.00 	4792.00 	4932.00 	4972.00 	4936.00 	4843.00 	5033.00 
A,NR,BG34	11948.00 	11413.00 	11762.00 	11791.00 	11340.00 	8776.00 	8160.00 	8650.00 	8145.00 	6875.00 	6767.00 	6692.00 	6653.00 	6474.00 	6648.00 	6846.00 	6998.00 	6634.00 	6066.00 	6147.00 	6466.00 	6812.00 	6485.00 	6733.00 	6844.00 	6805.00 	6890.00 	6838.00 	7002.00 	7094.00 
A,NR,BG41	22287.00 	21701.00 	22207.00 	21990.00 	21667.00 	19081.00 	16541.00 	17425.00 	16372.00 	14729.00 	14391.00 	14096.00 	14057.00 	13640.00 	14002.00 	14548.00 	14630.00 	14107.00 	13537.00 	13789.00 	13928.00 	14626.00 	14781.00 	14634.00 	14805.00 	15036.00 	15513.00 	15866.00 	15666.00 	15562.00 
A,NR,BG42	15875.00 	15786.00 	15786.00 	16117.00 	15425.00 	11463.00 	10773.00 	10814.00 	10664.00 	9400.00 	9155.00 	9139.00 	9273.00 	9108.00 	9251.00 	9718.00 	10113.00 	9840.00 	9620.00 	9999.00 	10246.00 	10913.00 	11131.00 	11308.00 	11614.00 	11653.00 	11616.00 	11730.00 	11792.00 	11758.00 
A,NR,CH	: 	: 	: 	: 	: 	47119 e	47209 e	45170 e	43643 e	43308 e	42742.00 	41897.00 	41196.00 	40347.00 	40475.00 	39852.00 	39527.00 	40638.00 	39937.00 	39783.00 	39232.00 	38764.00 	39176.00 	39254.00 	39330.00 	39401.00 	39390.00 	38705.00 	38592.00 	38801.00 
A,NR,CH01	: 	: 	: 	: 	: 	8371 e	8123 e	8462 e	8339 e	8387 e	8354.00 	8248.00 	8209.00 	7930.00 	7853.00 	7826.00 	7719.00 	7936.00 	8088.00 	8230.00 	8003.00 	8123.00 	8250.00 	8279.00 	8305.00 	8281.00 	8265.00 	7976.00 	7767.00 	7778.00 
A,NR,CH02	: 	: 	: 	: 	: 	10593 e	10416 e	9201 e	8931 e	8788 e	8541.00 	8553.00 	8440.00 	8319.00 	8176.00 	8118.00 	8044.00 	8300.00 	8190.00 	8143.00 	8078.00 	7670.00 	7983.00 	7944.00 	7885.00 	8025.00 	8019.00 	7784.00 	7747.00 	7801.00 
A,NR,CH03	: 	: 	: 	: 	: 	7245 e	7719 e	7324 e	7196 e	7237 e	7164.00 	7002.00 	6774.00 	6691.00 	6371.00 	6471.00 	6461.00 	6551.00 	6400.00 	6451.00 	6290.00 	6310.00 	6168.00 	6128.00 	6209.00 	6232.00 	6316.00 	6261.00 	6406.00 	6546.00 
A,NR,CH04	: 	: 	: 	: 	: 	8333 e	8225 e	8034 e	7608 e	7607 e	7517.00 	7358.00 	7266.00 	6991.00 	6941.00 	6978.00 	6908.00 	6656.00 	6482.00 	6464.00 	6297.00 	6310.00 	6366.00 	6289.00 	6391.00 	6253.00 	6281.00 	6117.00 	5988.00 	5979.00 
A,NR,CH05	: 	: 	: 	: 	: 	7119 e	7215 e	7063 e	6670 e	6425 e	6470.00 	6075.00 	5912.00 	5834.00 	6618.00 	6010.00 	5945.00 	6612.00 	6306.00 	6081.00 	6083.00 	5915.00 	5929.00 	6049.00 	5911.00 	5952.00 	5880.00 	5916.00 	5923.00 	5959.00 
A,NR,CH06	: 	: 	: 	: 	: 	2952 e	3028 e	2757 e	2651 e	2621 e	2598.00 	2627.00 	2613.00 	2600.00 	2591.00 	2565.00 	2562.00 	2636.00 	2613.00 	2546.00 	2580.00 	2531.00 	2576.00 	2637.00 	2673.00 	2702.00 	2696.00 	2728.00 	2786.00 	2748.00 
A,NR,CH07	: 	: 	: 	: 	: 	2506 e	2483 e	2329 e	2248 e	2243 e	2098.00 	2034.00 	1982.00 	1982.00 	1925.00 	1884.00 	1888.00 	1947.00 	1858.00 	1868.00 	1901.00 	1905.00 	1904.00 	1928.00 	1956.00 	1956.00 	1933.00 	1923.00 	1975.00 	1990.00 
A,NR,CZ	: 	: 	87784.00 	85246.00 	82835.00 	81673.00 	79551.00 	79985 b	79354.00 	79177.00 	78825.00 	78004.00 	77309.00 	76245.00 	75502.00 	74924.00 	74607.00 	76864 b	74590.00 	73296.00 	70922.00 	70738.00 	70794.00 	70903.00 	70698.00 	70837.00 	70711.00 	69990.00 	70029.00 	69821.00 
A,NR,CZ01	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	11562.00 	11543.00 	11406.00 	11972 b	11503.00 	11235.00 	10837.00 	10898.00 	10989.00 	10968.00 	10937.00 	10904.00 	10857.00 	10664.00 	10759.00 	10535.00 
A,NR,CZ02	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	6894.00 	6906.00 	7135.00 	7364 b	7183.00 	7215.00 	6864.00 	6844.00 	6849.00 	6896.00 	6864.00 	6951.00 	6873.00 	6830.00 	6800.00 	6788.00 
A,NR,CZ03	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	8648.00 	8535.00 	8592.00 	8967 b	8708.00 	8639.00 	8290.00 	8262.00 	8250.00 	8140.00 	8062.00 	8105.00 	8309.00 	8226.00 	8214.00 	8222.00 
A,NR,CZ04	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	7660.00 	7605.00 	7599.00 	7588 b	7382.00 	7236.00 	7070.00 	7035.00 	7011.00 	7101.00 	7119.00 	7049.00 	6980.00 	6911.00 	6880.00 	6882.00 
A,NR,CZ05	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	10203.00 	10132.00 	10286.00 	10228 b	10009.00 	9882.00 	9749.00 	9726.00 	9725.00 	9711.00 	9651.00 	9683.00 	9626.00 	9486.00 	9601.00 	9621.00 
A,NR,CZ06	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	13074.00 	12997.00 	12875.00 	13180 b	12665.00 	12486.00 	11994.00 	11928.00 	11909.00 	12001.00 	12058.00 	12176.00 	12059.00 	12023.00 	12042.00 	12083.00 
A,NR,CZ07	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	8602.00 	8531.00 	8405.00 	8671 b	8514.00 	8275.00 	7898.00 	7835.00 	7764.00 	7772.00 	7754.00 	7743.00 	7751.00 	7701.00 	7591.00 	7551.00 
A,NR,CZ08	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	8859.00 	8675.00 	8309.00 	8894 b	8626.00 	8328.00 	8220.00 	8210.00 	8297.00 	8314.00 	8253.00 	8226.00 	8256.00 	8149.00 	8142.00 	8139.00 
A,NR,DE	784289.00 	790851.00 	790756.00 	783631.00 	769294.00 	762596.00 	754865.00 	749473.00 	741933.00 	731919.00 	721690.00 	707806.00 	698303.00 	683484.00 	677799.00 	674420.00 	674830.00 	674473.00 	672573.00 	670443.00 	667560.00 	666337.00 	664364.00 	663941.00 	661448.00 	661880.00 	657662.00 	650167.00 	645620.00 	642107.00 
A,NR,DK	: 	: 	: 	: 	24538.00 	24082.00 	23352.00 	22927.00 	22604.00 	23040.00 	22281.00 	21462.00 	20902.00 	20613.00 	20159.00 	19615.00 	19296.00 	19405.00 	17433 b	: 	17241.00 	15174 be	14380 e	14871 e	15037.00 	15131.00 	15076.00 	15089.00 	14716.00 	14620.00 
A,NR,DK01	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7117.00 	6957.00 	6859.00 	7744.00 	6065 b	: 	5933.00 	4418 be	4434 e	5743 e	5567.00 	5502.00 	5478.00 	5539.00 	5436.00 	5244.00 
A,NR,DK02	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2790.00 	2679.00 	2748.00 	2446.00 	2623 b	: 	2596.00 	2539 be	2540 e	2359 e	2457.00 	2348.00 	2308.00 	2316.00 	2254.00 	2269.00 
A,NR,DK03	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4101.00 	3936.00 	3855.00 	3675.00 	3655 b	: 	3566.00 	3529 be	2798 e	2681 e	2793.00 	2972.00 	3090.00 	3062.00 	2912.00 	2971.00 
A,NR,DK04	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4186.00 	4118.00 	3941.00 	3720.00 	3314 b	: 	3524.00 	3075 be	3118 e	2805 e	2886.00 	2961.00 	2871.00 	2871.00 	2894.00 	2838.00 
A,NR,DK05	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1965.00 	1925.00 	1893.00 	1820.00 	1776 b	: 	1622.00 	1613 be	1490 e	1283 e	1334.00 	1348.00 	1329.00 	1301.00 	1220.00 	1298.00 
A,NR,EL	52144.00 	51788.00 	52227.00 	52586.00 	52474.00 	52495.00 	51404.00 	51500.00 	52276.00 	51781.00 	51762.00 	51871.00 	52511.00 	53701.00 	53888.00 	53652.00 	54704.00 	49828 b	49692.00 	49100.00 	46510.00 	46160.00 	45945.00 	45273.00 	45267.00 	45053.00 	44518.00 	44921.00 	44794.00 	44468.00 
A,NR,EL30	24944.00 	24878.00 	24800.00 	25312.00 	25079.00 	24874.00 	23810.00 	22979.00 	23696.00 	23628.00 	23159.00 	23189.00 	23113.00 	23401.00 	23499.00 	23283.00 	23863.00 	21862 b	22036.00 	22045.00 	20287.00 	19991.00 	19491.00 	19184.00 	19040.00 	18982.00 	18742.00 	18556.00 	18416.00 	18171.00 
A,NR,EL41	600.00 	600.00 	594.00 	602.00 	600.00 	601.00 	604.00 	613.00 	628.00 	621.00 	641.00 	636.00 	624.00 	663.00 	674.00 	689.00 	691.00 	659 b	646.00 	603.00 	634.00 	623.00 	621.00 	621.00 	630.00 	624.00 	624.00 	656.00 	653.00 	664.00 
A,NR,EL42	1600.00 	1600.00 	1574.00 	1464.00 	1393.00 	1387.00 	1382.00 	1396.00 	1400.00 	1306.00 	1198.00 	1095.00 	1317.00 	1458.00 	1428.00 	1258.00 	1493.00 	1484 b	1043.00 	1008.00 	1007.00 	1075.00 	1018.00 	1015.00 	1057.00 	1106.00 	791.00 	831.00 	886.00 	890.00 
A,NR,EL43	2700.00 	2800.00 	2950.00 	2947.00 	2966.00 	2979.00 	2989.00 	3010.00 	2989.00 	3055.00 	3030.00 	2912.00 	2866.00 	2841.00 	2823.00 	2868.00 	2893.00 	2571 b	2565.00 	2445.00 	2416.00 	2476.00 	2379.00 	2397.00 	2416.00 	2392.00 	2424.00 	2425.00 	2513.00 	2460.00 
A,NR,EL51	1800.00 	1700.00 	1805.00 	1911.00 	1897.00 	1898.00 	1889.00 	1999.00 	1958.00 	1984.00 	2033.00 	2148.00 	2271.00 	2305.00 	2297.00 	2327.00 	2253.00 	2108 b	2272.00 	2251.00 	2334.00 	2466.00 	2443.00 	2449.00 	2420.00 	2423.00 	2433.00 	2549.00 	2526.00 	2505.00 
A,NR,EL52	9500.00 	9510.00 	9618.00 	9486.00 	9503.00 	9547.00 	9496.00 	10081.00 	10029.00 	9728.00 	9937.00 	9899.00 	10058.00 	10031.00 	10172.00 	10402.00 	10447.00 	9248 b	9332.00 	9040.00 	8380.00 	8198.00 	8446.00 	8533.00 	8466.00 	8447.00 	8248.00 	8290.00 	8189.00 	8131.00 
A,NR,EL53	1100.00 	1100.00 	1134.00 	1119.00 	1165.00 	1175.00 	1153.00 	1168.00 	1130.00 	1135.00 	1236.00 	1232.00 	1281.00 	1296.00 	1254.00 	1276.00 	1286.00 	1168 b	1190.00 	1242.00 	1169.00 	1173.00 	1164.00 	1137.00 	1101.00 	1079.00 	1133.00 	1138.00 	1098.00 	1098.00 
A,NR,EL54	1400.00 	1400.00 	1374.00 	1375.00 	1428.00 	1427.00 	1447.00 	1442.00 	1514.00 	1411.00 	1418.00 	1535.00 	1678.00 	1670.00 	1634.00 	1702.00 	1703.00 	1584 b	1585.00 	1627.00 	1470.00 	1420.00 	1438.00 	1438.00 	1439.00 	1459.00 	1541.00 	1591.00 	1578.00 	1555.00 
A,NR,EL61	2500.00 	2500.00 	2493.00 	2525.00 	2585.00 	2679.00 	2740.00 	2926.00 	3004.00 	3066.00 	3236.00 	3381.00 	3276.00 	3931.00 	3808.00 	3957.00 	4094.00 	3863 b	4045.00 	3768.00 	3750.00 	3812.00 	3968.00 	3747.00 	3953.00 	3845.00 	3918.00 	4105.00 	4020.00 	3957.00 
A,NR,EL62	1000.00 	1000.00 	981.00 	977.00 	959.00 	949.00 	949.00 	942.00 	968.00 	987.00 	979.00 	987.00 	983.00 	978.00 	1098.00 	749.00 	753.00 	658 b	546.00 	545.00 	548.00 	558.00 	566.00 	551.00 	601.00 	609.00 	605.00 	677.00 	666.00 	675.00 
A,NR,EL63	2100.00 	2000.00 	2087.00 	2062.00 	2131.00 	2178.00 	2235.00 	2225.00 	2259.00 	2221.00 	2192.00 	2105.00 	2222.00 	2252.00 	2322.00 	2304.00 	2316.00 	1935 b	2073.00 	2122.00 	2186.00 	2012.00 	2087.00 	2051.00 	1998.00 	1950.00 	1949.00 	1978.00 	2044.00 	2012.00 
A,NR,EL64	1100.00 	1000.00 	1092.00 	1079.00 	1037.00 	1059.00 	996.00 	1024.00 	1021.00 	983.00 	992.00 	1030.00 	997.00 	1062.00 	1051.00 	1044.00 	1050.00 	976 b	948.00 	977.00 	922.00 	953.00 	955.00 	868.00 	880.00 	879.00 	862.00 	932.00 	990.00 	1094.00 
A,NR,EL65	1800.00 	1700.00 	1725.00 	1727.00 	1731.00 	1742.00 	1714.00 	1695.00 	1680.00 	1656.00 	1711.00 	1722.00 	1825.00 	1813.00 	1828.00 	1793.00 	1862.00 	1712 b	1411.00 	1427.00 	1407.00 	1403.00 	1369.00 	1282.00 	1266.00 	1258.00 	1248.00 	1193.00 	1215.00 	1256.00 
A,NR,ES	158944.00 	157433.00 	154644.00 	153433.00 	151345.00 	150010.00 	149646.00 	148081.00 	146369.00 	146104.00 	144916.00 	145877.00 	145863.00 	146241.00 	146840.00 	146934.00 	146310.00 	144951 b	142394.00 	139895.00 	138153.00 	137877.00 	138368.00 	137867.00 	138581.00 	139061.00 	138861.00 	139977.00 	140397.00 	140551 p
A,NR,ES11	10903.00 	10797.00 	10719.00 	10570.00 	10348.00 	10239.00 	10029.00 	9923.00 	9835.00 	9664.00 	9557.00 	9928.00 	9836.00 	9886.00 	9901.00 	9919.00 	9863.00 	9904 b	9508.00 	9610.00 	9259.00 	9072.00 	9126.00 	9045.00 	9005.00 	8975.00 	8906.00 	8928.00 	8669.00 	8644 p
A,NR,ES12	4264.00 	4149.00 	4052.00 	4127.00 	4110.00 	4026.00 	4009.00 	4089.00 	3834.00 	3995.00 	3879.00 	3783.00 	3838.00 	3838.00 	3839.00 	3771.00 	3751.00 	3661 b	3579.00 	3561.00 	3516.00 	3421.00 	3409.00 	3403.00 	3479.00 	3484.00 	3529.00 	3538.00 	3550.00 	3564 p
A,NR,ES13	2232.00 	2213.00 	2231.00 	2268.00 	2230.00 	2205.00 	2100.00 	2030.00 	2078.00 	2076.00 	2088.00 	2069.00 	2091.00 	2039.00 	2110.00 	2070.00 	2034.00 	1970 b	1905.00 	1888.00 	1861.00 	1901.00 	1927.00 	1914.00 	1897.00 	1906.00 	1911.00 	2029.00 	1947.00 	1900 p
A,NR,ES21	9500.00 	8983.00 	8759.00 	8692.00 	8403.00 	8334.00 	8335.00 	8206.00 	8111.00 	8110.00 	7985.00 	8016.00 	8118.00 	8049.00 	8048.00 	8018.00 	7916.00 	7896 b	7718.00 	7627.00 	7381.00 	7299.00 	7248.00 	7152.00 	7148.00 	7010.00 	7112.00 	7270.00 	7233.00 	7276 p
A,NR,ES22	2717.00 	2660.00 	2609.00 	2575.00 	2609.00 	2527.00 	2331.00 	2310.00 	2300.00 	2257.00 	2236.00 	2251.00 	2249.00 	2128.00 	2319.00 	2356.00 	2367.00 	2370 b	2378.00 	2208.00 	2168.00 	2146.00 	2118.00 	2125.00 	2126.00 	2140.00 	2191.00 	2253.00 	2202.00 	2155 p
A,NR,ES23	1024.00 	975.00 	948.00 	956.00 	995.00 	989.00 	884.00 	857.00 	883.00 	888.00 	895.00 	980.00 	937.00 	950.00 	948.00 	940.00 	889.00 	934 b	931.00 	919.00 	990.00 	1004.00 	1002.00 	1012.00 	1015.00 	998.00 	1018.00 	1045.00 	1025.00 	1025 p
A,NR,ES24	5714.00 	5562.00 	5431.00 	5398.00 	5248.00 	5255.00 	5128.00 	5070.00 	5027.00 	5028.00 	5037.00 	5008.00 	4986.00 	5035.00 	4921.00 	5019.00 	5045.00 	5002 b	4958.00 	4834.00 	4840.00 	4880.00 	4861.00 	4884.00 	4934.00 	4933.00 	4802.00 	4859.00 	4855.00 	4824 p
A,NR,ES30	21433.00 	21458.00 	20748.00 	20316.00 	19953.00 	19536.00 	19224.00 	18733.00 	18209.00 	18217.00 	18227.00 	18116.00 	18716.00 	18826.00 	18834.00 	19387.00 	19113.00 	18814 b	18812.00 	18522.00 	18268.00 	18209.00 	18017.00 	17874.00 	17930.00 	18060.00 	18282.00 	18414.00 	18161.00 	17987 p
A,NR,ES41	12380.00 	12039.00 	11756.00 	11038.00 	10962.00 	10612.00 	10689.00 	10791.00 	10732.00 	10347.00 	10263.00 	10164.00 	9818.00 	9862.00 	8972.00 	8957.00 	9007.00 	8983 b	9154.00 	8937.00 	8640.00 	8563.00 	8576.00 	8376.00 	8419.00 	8493.00 	8415.00 	8474.00 	8557.00 	8525 p
A,NR,ES42	5103.00 	5183.00 	5178.00 	5155.00 	5205.00 	5124.00 	5058.00 	4956.00 	4906.00 	4902.00 	4849.00 	4861.00 	4838.00 	4976.00 	5126.00 	5260.00 	5384.00 	5253 b	5191.00 	4717.00 	4570.00 	4559.00 	4728.00 	4812.00 	4780.00 	4740.00 	4762.00 	4780.00 	5049.00 	5007 p
A,NR,ES43	4114.00 	4161.00 	4021.00 	3986.00 	3962.00 	3880.00 	3768.00 	3853.00 	3815.00 	3877.00 	3899.00 	3697.00 	3721.00 	3685.00 	3819.00 	3914.00 	3823.00 	3898 b	3856.00 	3762.00 	3852.00 	3802.00 	3596.00 	3527.00 	3505.00 	3526.00 	3566.00 	3715.00 	3741.00 	3663 p
A,NR,ES51	30385.00 	29817.00 	29897.00 	29754.00 	29069.00 	28752.00 	29061.00 	29054.00 	28871.00 	29588.00 	29151.00 	30014.00 	29845.00 	30448.00 	30530.00 	30457.00 	30359.00 	30122 b	28921.00 	28629.00 	27983.00 	28187.00 	28338.00 	28575.00 	28969.00 	29198.00 	29220.00 	29375.00 	29042.00 	29225 p
A,NR,ES52	12292.00 	12045.00 	11712.00 	11761.00 	11501.00 	11619.00 	11669.00 	11405.00 	11174.00 	11335.00 	11310.00 	11494.00 	11498.00 	11697.00 	12182.00 	12083.00 	12194.00 	12282 b	11951.00 	11616.00 	11582.00 	11606.00 	11633.00 	11643.00 	11679.00 	11722.00 	11600.00 	12039.00 	12062.00 	11824 p
A,NR,ES53	3213.00 	3285.00 	3110.00 	3303.00 	3428.00 	3473.00 	3386.00 	3339.00 	3396.00 	3361.00 	3312.00 	3265.00 	3229.00 	3188.00 	3398.00 	3425.00 	3342.00 	3356 b	3289.00 	3286.00 	3289.00 	3352.00 	3506.00 	3531.00 	3472.00 	3530.00 	3448.00 	3418.00 	3287.00 	3362 p
A,NR,ES61	21599.00 	22265.00 	21872.00 	21786.00 	21607.00 	21618.00 	21498.00 	21492.00 	21164.00 	20752.00 	20380.00 	20310.00 	19999.00 	19953.00 	20109.00 	19570.00 	19448.00 	18733 b	18554.00 	18159.00 	18406.00 	18242.00 	18494.00 	18253.00 	18473.00 	18443.00 	18425.00 	18600.00 	19563.00 	20258 p
A,NR,ES62	3646.00 	3483.00 	3459.00 	3740.00 	3677.00 	3800.00 	3902.00 	3810.00 	3908.00 	3677.00 	3798.00 	3977.00 	4128.00 	4223.00 	4399.00 	4492.00 	4509.00 	4565 b	4634.00 	4660.00 	4643.00 	4677.00 	4746.00 	4752.00 	4688.00 	4759.00 	4869.00 	4673.00 	4770.00 	4659 p
A,NR,ES63	321.00 	260.00 	260.00 	262.00 	246.00 	215.00 	230.00 	220.00 	227.00 	230.00 	228.00 	185.00 	185.00 	182.00 	182.00 	197.00 	185.00 	176 b	179.00 	182.00 	180.00 	180.00 	178.00 	178.00 	177.00 	177.00 	179.00 	174.00 	170.00 	166 p
A,NR,ES64	233.00 	233.00 	224.00 	220.00 	220.00 	194.00 	197.00 	225.00 	195.00 	200.00 	200.00 	201.00 	200.00 	193.00 	196.00 	165.00 	170.00 	167 b	166.00 	165.00 	165.00 	165.00 	165.00 	161.00 	163.00 	161.00 	161.00 	167.00 	167.00 	167 p
A,NR,ES70	7871.00 	7865.00 	7658.00 	7526.00 	7572.00 	7612.00 	8148.00 	7718.00 	7704.00 	7600.00 	7622.00 	7558.00 	7631.00 	7083.00 	7007.00 	6934.00 	6911.00 	6865 b	6710.00 	6613.00 	6560.00 	6612.00 	6700.00 	6650.00 	6722.00 	6806.00 	6465.00 	6226.00 	6347.00 	6320 p
A,NR,FI	41807 e	41695 e	41483 e	41591 e	40586 e	40055 e	39285 e	39027 be	38715 e	38232 e	37759 e	37117 e	37000 e	36793 e	35609 e	34900 e	33380 e	31418 e	29771 e	28626 e	26447 e	24758 e	23469 e	21813 e	20680 e	19666 e	18734 e	15189 e	15456 e	14530 e
A,NR,FI19	10829 e	10799 e	10660 e	10859 e	10549 e	10631 e	10338 e	9947 be	9846 e	9719 e	9659 e	9623 e	9650 e	9540 e	9208 e	9085 e	8844 e	8715 e	8079 e	7746 e	7115 e	6353 e	6219 e	5554 e	5477 e	5034 e	4814 e	3896 e	3887 e	3807 e
A,NR,FI1B	: e	: e	: e	: e	: e	: e	: e	9115 be	8986 e	8795 e	8517 e	8082 e	7904 e	7915 e	7757 e	7697 e	7534 e	6234 e	6380 e	6038 e	5742 e	5490 e	5525 e	5256 e	5356 e	4718 e	4452 e	3890 e	4014 e	3514 e
A,NR,FI1C	: e	: e	: e	: e	: e	: e	: e	8746 be	8713 e	8534 e	8458 e	8540 e	8614 e	8625 e	8255 e	8014 e	7418 e	7600 e	6744 e	6486 e	5806 e	5511 e	4970 e	4631 e	3987 e	4048 e	4011 e	3103 e	3278 e	3074 e
A,NR,FI1D	: e	: e	: e	: e	: e	: e	: e	11053 be	10988 e	10988 e	10940 e	10695 e	10654 e	10548 e	10231 e	9959 e	9436 e	8732 e	8442 e	8237 e	7684 e	7314 e	6679 e	6298 e	5789 e	5806 e	5446 e	4246 e	4207 e	4067 e
A,NR,FI20	212 e	216 e	210 e	210 e	214 e	205 e	192 e	166 be	182 e	196 e	185 e	177 e	177 e	165 e	158 e	146 e	148 e	137 e	126 e	119 e	100 e	90 e	76 e	74 e	71 e	60 e	11 e	54 e	70 e	68 e
A,NR,FR	: 	: 	: 	: 	507996.00 	500846.00 	494960.00 	484279.00 	479025.00 	475431.00 	468418.00 	462143.00 	455175.00 	451110.00 	450615.00 	443008.00 	429674.00 	416710.00 	414204.00 	414840.00 	412908 b	410729.00 	407956.00 	403995.00 	399344.00 	395437.00 	391781.00 	386505.00 	381003.00 	374290.00 
A,NR,FR10	: 	: 	: 	: 	83026.00 	81240.00 	79501.00 	77634.00 	75800.00 	76081.00 	74592.00 	74246.00 	73309.00 	73507.00 	73947.00 	73464.00 	72770.00 	70948.00 	70771.00 	70703.00 	68975 b	68816.00 	67987.00 	67144.00 	66703.00 	65850.00 	65030.00 	64016.00 	61738.00 	60288.00 
A,NR,FRB0	: 	: 	: 	: 	20025.00 	19987.00 	19892.00 	19599.00 	19511.00 	19029.00 	18773.00 	18817.00 	18426.00 	18188.00 	18271.00 	17354.00 	16963.00 	16244.00 	16030.00 	16080.00 	16052 b	16083.00 	16173.00 	16143.00 	15827.00 	15594.00 	15338.00 	15283.00 	15141.00 	14825.00 
A,NR,FRC1	: 	: 	: 	: 	14999.00 	14880.00 	14815.00 	14415.00 	14422.00 	14068.00 	13690.00 	13169.00 	12921.00 	12487.00 	12388.00 	12370.00 	12053.00 	11892.00 	11670.00 	11705.00 	11701 b	11594.00 	11565.00 	11472.00 	11297.00 	11181.00 	11206.00 	10941.00 	10659.00 	10456.00 
A,NR,FRC2	: 	: 	: 	: 	10038.00 	9859.00 	9614.00 	9411.00 	9469.00 	8485.00 	8570.00 	8499.00 	8486.00 	8381.00 	8356.00 	8154.00 	7614.00 	7661.00 	7629.00 	7555.00 	7323 b	7239.00 	7113.00 	6983.00 	6873.00 	6676.00 	6656.00 	6516.00 	6399.00 	6093.00 
A,NR,FRD1	: 	: 	: 	: 	11956.00 	11869.00 	11738.00 	11694.00 	11528.00 	11309.00 	10916.00 	11046.00 	10755.00 	10393.00 	10480.00 	10461.00 	9897.00 	9927.00 	9723.00 	9746.00 	9451 b	9460.00 	9292.00 	9117.00 	9041.00 	8967.00 	8894.00 	8763.00 	8835.00 	8611.00 
